[addition] 7 + 59 | 66
[reversing] 4 8 0 8 4 | 4 8 0 8 4
[copying] CSECWS | CSECWSCSECWSCSECWSCSECWS
[reversing] 4 0 3 8 3 4 5 9 3 | 3 9 5 4 3 8 3 0 4
[copying] ZKTKHN | ZKTKHNZKTKHN
[addition] 90 + 1 | 91
[reversing] 8 3 8 2 3 7 1 2 9 4 | 4 9 2 1 7 3 2 8 3 8
[reversing] 3 2 3 | 3 2 3
[copying] EWLA | EWLAEWLAEWLAEWLA
[sorting] 8 3 2 8 4 2 6 2 4 9 2 | 2 2 2 2 3 4 4 6 8 8 9
[copying] QYED | QYEDQYEDQYEDQYED
[addition] 455 + 40 | 495
[sorting] 1 0 5 5 7 6 2 0 | 0 0 1 2 5 5 6 7
[reversing] 9 8 9 5 7 0 5 | 5 0 7 5 9 8 9
[reversing] 1 8 3 0 2 9 9 9 9 | 9 9 9 9 2 0 3 8 1
[copying] QLLD | QLLDQLLDQLLD
[sorting] 9 4 2 4 3 9 8 0 2 | 0 2 2 3 4 4 8 9 9
[copying] RTU | RTURTURTU
[copying] XGQWO | XGQWOXGQWOXGQWO
[sorting] 1 7 7 8 7 7 | 1 7 7 7 7 8
[copying] COQPIQ | COQPIQCOQPIQCOQPIQ
[sorting] 8 1 2 3 5 7 8 | 1 2 3 5 7 8 8
[relations] E956 is parent of E488. E488 is parent of E417. Who is the ancestor 2 of E417? | E956
[sorting] 2 4 8 6 8 9 3 4 7 2 2 | 2 2 2 3 4 4 6 7 8 8 9
[reversing] 0 8 0 1 3 5 9 3 5 | 5 3 9 5 3 1 0 8 0
[sorting] 1 3 4 3 2 1 3 4 8 | 1 1 2 3 3 3 4 4 8
[addition] 6 + 152 | 158
[relations] E919 is parent of E24. E24 is parent of E543. Who is the ancestor 2 of E543? | E919
[addition] 1 + 70 | 71
[reversing] 5 4 6 1 9 9 | 9 9 1 6 4 5
[copying] NYXQGH | NYXQGHNYXQGHNYXQGH
[copying] OGINDT | OGINDTOGINDTOGINDTOGINDT
[addition] 19 + 23 | 42
[copying] FHRL | FHRLFHRLFHRLFHRL
[reversing] 5 5 8 0 | 0 8 5 5
[addition] 67 + 1 | 68
[relations] E162 is parent of E629. Who is the ancestor 1 of E629? | E162
[sorting] 2 3 5 8 1 | 1 2 3 5 8
[copying] LBI | LBILBI
[copying] CC | CCCC
[addition] 99 + 302 | 401
[copying] VWUXI | VWUXIVWUXIVWUXIVWUXI
[addition] 4 + 872 | 876
[sorting] 4 6 5 6 | 4 5 6 6
[sorting] 6 6 6 7 6 7 8 8 1 8 | 1 6 6 6 6 7 7 8 8 8
[relations] E302 is parent of E153. E153 is parent of E996. Who is the ancestor 2 of E996? | E302
[addition] 5 + 6 | 11
[addition] 7 + 534 | 541
[reversing] 6 2 7 6 5 3 2 0 8 3 7 | 7 3 8 0 2 3 5 6 7 2 6
[copying] ZGBZ | ZGBZZGBZ
[addition] 45 + 177 | 222
[reversing] 7 0 5 9 3 | 3 9 5 0 7
[copying] RP | RPRP
[reversing] 1 8 8 1 0 4 8 9 | 9 8 4 0 1 8 8 1
[sorting] 2 9 1 6 0 7 9 6 1 7 5 | 0 1 1 2 5 6 6 7 7 9 9
[sorting] 1 1 0 2 4 5 6 5 0 8 8 | 0 0 1 1 2 4 5 5 6 8 8
[addition] 6 + 8 | 14
[addition] 7 + 9 | 16
[relations] E909 is parent of E389. Who is the ancestor 1 of E389? | E909
[relations] E988 is parent of E389. E389 is parent of E989. Who is the ancestor 2 of E989? | E988
[copying] DEHF | DEHFDEHFDEHFDEHF
[copying] MV | MVMVMV
[reversing] 9 8 7 7 0 6 1 8 3 | 3 8 1 6 0 7 7 8 9
[reversing] 4 5 6 3 3 2 5 4 7 7 | 7 7 4 5 2 3 3 6 5 4
[reversing] 6 3 2 3 4 9 2 4 | 4 2 9 4 3 2 3 6
[sorting] 6 5 9 3 1 | 1 3 5 6 9
[copying] PW | PWPWPW
[addition] 56 + 18 | 74
[reversing] 0 7 6 4 7 7 7 7 9 7 | 7 9 7 7 7 7 4 6 7 0
[relations] E242 is parent of E385. Who is the ancestor 1 of E385? | E242
[relations] E314 is parent of E241. E241 is parent of E27. Who is the ancestor 2 of E27? | E314
[relations] E12 is parent of E140. Who is the ancestor 1 of E140? | E12
[copying] KG | KGKGKGKG
[copying] QRCI | QRCIQRCI
[addition] 27 + 767 | 794
[copying] MT | MTMT
[reversing] 3 0 7 3 7 6 9 0 8 5 1 | 1 5 8 0 9 6 7 3 7 0 3
[addition] 26 + 8 | 34
[addition] 0 + 89 | 89
[reversing] 7 3 0 | 0 3 7
[reversing] 9 0 2 | 2 0 9
[sorting] 4 9 0 4 8 2 4 1 9 4 2 | 0 1 2 2 4 4 4 4 8 9 9
[addition] 934 + 1 | 935
[reversing] 3 2 9 3 9 3 5 3 4 5 2 | 2 5 4 3 5 3 9 3 9 2 3
[reversing] 9 3 1 8 3 1 | 1 3 8 1 3 9
[relations] E321 is parent of E522. E522 is parent of E424. Who is the ancestor 2 of E424? | E321
[addition] 26 + 6 | 32
[relations] E251 is parent of E236. E236 is parent of E56. Who is the ancestor 2 of E56? | E251
[addition] 3 + 4 | 7
[addition] 890 + 5 | 895
[sorting] 5 6 7 2 8 1 2 2 6 2 2 6 | 1 2 2 2 2 2 5 6 6 6 7 8
[reversing] 1 5 6 6 5 6 8 7 | 7 8 6 5 6 6 5 1
[copying] LGMFC | LGMFCLGMFCLGMFC
[reversing] 0 5 9 | 9 5 0
[addition] 8 + 0 | 8
[addition] 830 + 5 | 835
[addition] 8 + 7 | 15
[reversing] 4 7 6 | 6 7 4
[addition] 235 + 6 | 241
[relations] E63 is parent of E170. E170 is parent of E691. Who is the ancestor 2 of E691? | E63
[relations] E57 is parent of E114. Who is the ancestor 1 of E114? | E57
[copying] BPVY | BPVYBPVYBPVYBPVY
[reversing] 3 1 1 | 1 1 3
[sorting] 6 5 6 3 9 5 2 9 5 | 2 3 5 5 5 6 6 9 9
[copying] URKOS | URKOSURKOSURKOS
[reversing] 0 4 4 5 7 6 | 6 7 5 4 4 0
[relations] E307 is parent of E43. Who is the ancestor 1 of E43? | E307
[addition] 8 + 287 | 295
[relations] E710 is parent of E288. Who is the ancestor 1 of E288? | E710
[addition] 453 + 6 | 459
[sorting] 5 2 9 6 8 6 6 6 | 2 5 6 6 6 6 8 9
[addition] 9 + 98 | 107
[sorting] 8 5 0 2 2 1 4 1 7 2 | 0 1 1 2 2 2 4 5 7 8
[copying] RLSN | RLSNRLSNRLSNRLSN
[sorting] 2 3 8 3 3 8 | 2 3 3 3 8 8
[addition] 669 + 53 | 722
[reversing] 1 3 6 3 6 3 | 3 6 3 6 3 1
[sorting] 4 8 4 8 2 0 | 0 2 4 4 8 8
[relations] E316 is parent of E409. E409 is parent of E233. Who is the ancestor 2 of E233? | E316
[relations] E700 is parent of E330. E330 is parent of E763. Who is the ancestor 2 of E763? | E700
[addition] 72 + 62 | 134
[sorting] 0 5 9 8 9 7 5 1 1 0 7 | 0 0 1 1 5 5 7 7 8 9 9
[reversing] 2 1 5 7 8 1 3 6 4 4 | 4 4 6 3 1 8 7 5 1 2
[copying] IYKHOA | IYKHOAIYKHOA
[copying] RKLBTI | RKLBTIRKLBTIRKLBTI
[addition] 61 + 4 | 65
[addition] 4 + 0 | 4
[sorting] 9 7 6 9 | 6 7 9 9
[sorting] 1 0 6 8 6 5 9 0 2 | 0 0 1 2 5 6 6 8 9
[copying] LNONXH | LNONXHLNONXHLNONXHLNONXH
[addition] 4 + 7 | 11
[relations] E504 is parent of E649. Who is the ancestor 1 of E649? | E504
[reversing] 2 0 8 7 4 8 1 6 | 6 1 8 4 7 8 0 2
[copying] AY | AYAYAY
[relations] E550 is parent of E707. E707 is parent of E389. Who is the ancestor 2 of E389? | E550
[addition] 17 + 576 | 593
[relations] E584 is parent of E290. Who is the ancestor 1 of E290? | E584
[sorting] 1 0 8 0 | 0 0 1 8
[reversing] 0 5 6 | 6 5 0
[relations] E622 is parent of E381. Who is the ancestor 1 of E381? | E622
[addition] 23 + 2 | 25
[sorting] 3 8 4 8 | 3 4 8 8
[relations] E206 is parent of E166. Who is the ancestor 1 of E166? | E206
[relations] E803 is parent of E181. Who is the ancestor 1 of E181? | E803
[addition] 0 + 14 | 14
[addition] 3 + 96 | 99
[relations] E277 is parent of E564. E564 is parent of E760. Who is the ancestor 2 of E760? | E277
[sorting] 1 8 5 5 | 1 5 5 8
[copying] TPA | TPATPATPA
[addition] 669 + 53 | 722
[relations] E904 is parent of E460. Who is the ancestor 1 of E460? | E904
[reversing] 8 0 3 6 | 6 3 0 8
[copying] AY | AYAYAY
[addition] 9 + 7 | 16
[addition] 20 + 71 | 91
[sorting] 3 8 4 8 | 3 4 8 8
[reversing] 3 6 9 2 0 2 | 2 0 2 9 6 3
[addition] 20 + 71 | 91
[copying] DD | DDDDDD
[copying] QRCI | QRCIQRCI
[addition] 4 + 1 | 5
[reversing] 5 1 1 6 3 7 9 4 6 8 | 8 6 4 9 7 3 6 1 1 5
[addition] 5 + 118 | 123
[copying] SPN | SPNSPN
[reversing] 2 8 3 4 7 4 5 4 2 | 2 4 5 4 7 4 3 8 2
[addition] 6 + 8 | 14
[reversing] 4 7 5 1 7 5 9 2 0 6 | 6 0 2 9 5 7 1 5 7 4
[copying] MRLYK | MRLYKMRLYK
[addition] 4 + 71 | 75
[reversing] 2 2 9 5 | 5 9 2 2
[sorting] 0 0 5 1 3 9 7 | 0 0 1 3 5 7 9
[copying] FEDOQK | FEDOQKFEDOQKFEDOQKFEDOQK
[copying] JOXXE | JOXXEJOXXEJOXXE
[relations] E856 is parent of E516. E516 is parent of E354. Who is the ancestor 2 of E354? | E856
[reversing] 6 9 3 3 5 0 3 6 9 2 | 2 9 6 3 0 5 3 3 9 6
[relations] E288 is parent of E372. E372 is parent of E506. Who is the ancestor 2 of E506? | E288
[relations] E825 is parent of E24. Who is the ancestor 1 of E24? | E825
[addition] 8 + 486 | 494
[copying] VFOQY | VFOQYVFOQYVFOQY
[addition] 558 + 7 | 565
[addition] 347 + 9 | 356
[reversing] 7 0 9 3 6 9 | 9 6 3 9 0 7
[addition] 198 + 423 | 621
[copying] DMAOND | DMAONDDMAOND
[sorting] 9 3 0 7 6 2 | 0 2 3 6 7 9
[copying] OIVLWL | OIVLWLOIVLWL
[copying] AMDPO | AMDPOAMDPOAMDPO
[reversing] 4 3 5 | 5 3 4
[sorting] 0 2 3 9 | 0 2 3 9
[copying] DAYTYX | DAYTYXDAYTYX
[copying] KM | KMKMKMKM
[sorting] 2 3 3 3 0 1 | 0 1 2 3 3 3
[sorting] 0 1 5 7 | 0 1 5 7
[copying] UI | UIUI
[addition] 80 + 692 | 772
[sorting] 1 3 5 9 1 2 4 5 6 | 1 1 2 3 4 5 5 6 9
[addition] 7 + 42 | 49
[relations] E279 is parent of E547. Who is the ancestor 1 of E547? | E279
[reversing] 5 8 8 | 8 8 5
[reversing] 8 3 4 6 9 5 1 9 1 7 | 7 1 9 1 5 9 6 4 3 8
[addition] 347 + 9 | 356
[relations] E22 is parent of E437. E437 is parent of E382. Who is the ancestor 2 of E382? | E22
[sorting] 0 4 0 8 2 | 0 0 2 4 8
[addition] 14 + 931 | 945
[addition] 3 + 37 | 40
[sorting] 5 8 2 5 | 2 5 5 8
[relations] E316 is parent of E247. Who is the ancestor 1 of E247? | E316
[addition] 5 + 7 | 12
[reversing] 1 7 0 4 2 7 2 4 1 | 1 4 2 7 2 4 0 7 1
[relations] E839 is parent of E377. E377 is parent of E910. Who is the ancestor 2 of E910? | E839
[reversing] 6 9 2 4 | 4 2 9 6
[copying] NWR | NWRNWR
[copying] YBRYZ | YBRYZYBRYZ
[copying] UG | UGUGUGUG
[relations] E288 is parent of E372. E372 is parent of E506. Who is the ancestor 2 of E506? | E288
[relations] E98 is parent of E701. E701 is parent of E281. Who is the ancestor 2 of E281? | E98
[addition] 46 + 7 | 53
[relations] E501 is parent of E555. Who is the ancestor 1 of E555? | E501
[reversing] 0 5 9 | 9 5 0
[sorting] 0 7 5 9 5 4 7 3 | 0 3 4 5 5 7 7 9
[copying] NAIF | NAIFNAIFNAIF
[sorting] 8 6 6 5 4 2 8 0 7 | 0 2 4 5 6 6 7 8 8
[copying] YGC | YGCYGC
[reversing] 5 0 8 8 6 3 6 5 6 1 | 1 6 5 6 3 6 8 8 0 5
[relations] E109 is parent of E578. Who is the ancestor 1 of E578? | E109
[reversing] 5 5 0 | 0 5 5
[sorting] 3 4 3 3 0 2 4 4 2 0 0 8 | 0 0 0 2 2 3 3 3 4 4 4 8
[sorting] 0 4 1 3 9 4 4 9 3 | 0 1 3 3 4 4 4 9 9
[reversing] 3 9 9 8 8 1 8 7 0 7 2 7 | 7 2 7 0 7 8 1 8 8 9 9 3
[relations] E445 is parent of E304. Who is the ancestor 1 of E304? | E445
[copying] JFYRP | JFYRPJFYRP
[sorting] 9 9 2 8 6 | 2 6 8 9 9
[relations] E323 is parent of E149. Who is the ancestor 1 of E149? | E323
[copying] ZSHC | ZSHCZSHC
[relations] E339 is parent of E83. E83 is parent of E137. Who is the ancestor 2 of E137? | E339
[reversing] 0 5 8 9 8 7 5 1 | 1 5 7 8 9 8 5 0
[addition] 64 + 3 | 67
[relations] E539 is parent of E28. Who is the ancestor 1 of E28? | E539
[addition] 44 + 15 | 59
[sorting] 2 7 3 1 2 4 3 3 3 | 1 2 2 3 3 3 3 4 7
[addition] 7 + 8 | 15
[copying] VW | VWVW
[relations] E755 is parent of E659. Who is the ancestor 1 of E659? | E755
[sorting] 6 7 7 6 | 6 6 7 7
[addition] 66 + 15 | 81
[addition] 956 + 54 | 1010
[copying] MVNUFH | MVNUFHMVNUFH
[reversing] 8 3 2 | 2 3 8
[reversing] 2 8 9 7 0 8 2 | 2 8 0 7 9 8 2
[reversing] 9 2 2 9 3 4 2 | 2 4 3 9 2 2 9
[reversing] 0 2 0 0 7 2 3 | 3 2 7 0 0 2 0
[sorting] 8 1 9 9 0 2 6 3 1 | 0 1 1 2 3 6 8 9 9
[relations] E501 is parent of E555. Who is the ancestor 1 of E555? | E501
[addition] 502 + 330 | 832
[reversing] 3 1 9 7 6 9 2 3 4 4 7 7 | 7 7 4 4 3 2 9 6 7 9 1 3
[copying] VF | VFVFVF
[copying] POARU | POARUPOARUPOARUPOARU
[reversing] 0 4 6 | 6 4 0
[addition] 8 + 0 | 8
[copying] ZRCT | ZRCTZRCTZRCT
[reversing] 3 8 3 | 3 8 3
[addition] 864 + 44 | 908
[reversing] 9 4 9 7 | 7 9 4 9
[copying] WNN | WNNWNNWNN
[reversing] 6 8 0 | 0 8 6
[relations] E971 is parent of E428. Who is the ancestor 1 of E428? | E971
[addition] 27 + 21 | 48
[addition] 4 + 1 | 5
[reversing] 4 8 6 2 4 8 4 4 5 0 5 4 | 4 5 0 5 4 4 8 4 2 6 8 4
[copying] UP | UPUPUP
[sorting] 9 8 7 2 0 3 0 5 9 | 0 0 2 3 5 7 8 9 9
[copying] LGMFC | LGMFCLGMFCLGMFC
[sorting] 8 1 6 7 2 3 | 1 2 3 6 7 8
[addition] 19 + 926 | 945
[sorting] 8 3 2 8 4 2 6 2 4 9 2 | 2 2 2 2 3 4 4 6 8 8 9
[addition] 9 + 98 | 107
[addition] 1 + 673 | 674
[addition] 7 + 4 | 11
[relations] E355 is parent of E598. E598 is parent of E256. Who is the ancestor 2 of E256? | E355
[reversing] 4 6 6 9 5 9 2 0 9 8 7 | 7 8 9 0 2 9 5 9 6 6 4
[relations] E707 is parent of E240. Who is the ancestor 1 of E240? | E707
[sorting] 3 7 0 0 1 1 7 | 0 0 1 1 3 7 7
[reversing] 2 2 8 7 9 9 1 | 1 9 9 7 8 2 2
[copying] OMJ | OMJOMJOMJOMJ
[relations] E461 is parent of E446. Who is the ancestor 1 of E446? | E461
[addition] 7 + 8 | 15
[relations] E885 is parent of E155. Who is the ancestor 1 of E155? | E885
[copying] WYIL | WYILWYILWYIL
[addition] 510 + 1 | 511
[sorting] 9 7 2 1 9 | 1 2 7 9 9
[reversing] 7 3 4 1 2 1 6 8 8 6 2 8 | 8 2 6 8 8 6 1 2 1 4 3 7
[relations] E773 is parent of E907. Who is the ancestor 1 of E907? | E773
[sorting] 6 6 3 8 | 3 6 6 8
[relations] E399 is parent of E715. Who is the ancestor 1 of E715? | E399
[relations] E330 is parent of E167. Who is the ancestor 1 of E167? | E330
[sorting] 3 7 4 8 1 5 6 7 1 9 5 0 | 0 1 1 3 4 5 5 6 7 7 8 9
[sorting] 0 0 5 1 3 9 7 | 0 0 1 3 5 7 9
[addition] 26 + 17 | 43
[sorting] 0 2 6 1 3 5 8 0 2 8 1 | 0 0 1 1 2 2 3 5 6 8 8
[reversing] 1 5 5 5 2 0 8 5 6 7 8 8 | 8 8 7 6 5 8 0 2 5 5 5 1
[addition] 16 + 14 | 30
[sorting] 3 3 3 0 2 1 | 0 1 2 3 3 3
[copying] RFMA | RFMARFMARFMARFMA
[addition] 47 + 4 | 51
[reversing] 4 2 8 9 3 3 2 1 6 1 9 | 9 1 6 1 2 3 3 9 8 2 4
[copying] WD | WDWD
[copying] LG | LGLG
[sorting] 3 8 9 0 6 1 | 0 1 3 6 8 9
[relations] E143 is parent of E226. Who is the ancestor 1 of E226? | E143
[relations] E454 is parent of E586. Who is the ancestor 1 of E586? | E454
[copying] YKBN | YKBNYKBNYKBN
[addition] 3 + 4 | 7
[copying] CER | CERCERCERCER
[sorting] 4 3 1 2 3 1 0 9 7 4 3 | 0 1 1 2 3 3 3 4 4 7 9
[sorting] 1 6 5 1 0 5 3 0 1 | 0 0 1 1 1 3 5 5 6
[addition] 1 + 12 | 13
[relations] E621 is parent of E716. Who is the ancestor 1 of E716? | E621
[relations] E100 is parent of E859. Who is the ancestor 1 of E859? | E100
[addition] 9 + 98 | 107
[addition] 1 + 115 | 116
[reversing] 6 1 4 3 0 5 | 5 0 3 4 1 6
[copying] TQGRM | TQGRMTQGRMTQGRM
[copying] KWSJ | KWSJKWSJKWSJ
[copying] CURCON | CURCONCURCON
[copying] RM | RMRMRM
[sorting] 0 3 8 4 5 4 1 7 2 1 | 0 1 1 2 3 4 4 5 7 8
[relations] E66 is parent of E630. E630 is parent of E85. Who is the ancestor 2 of E85? | E66
[reversing] 8 2 3 2 3 | 3 2 3 2 8
[sorting] 9 7 6 9 | 6 7 9 9
[sorting] 5 5 6 0 4 9 6 | 0 4 5 5 6 6 9
[addition] 2 + 1 | 3
[relations] E188 is parent of E373. E373 is parent of E982. Who is the ancestor 2 of E982? | E188
[relations] E20 is parent of E797. Who is the ancestor 1 of E797? | E20
[reversing] 8 9 0 | 0 9 8
[reversing] 7 6 0 1 6 8 7 | 7 8 6 1 0 6 7
[relations] E580 is parent of E106. Who is the ancestor 1 of E106? | E580
[addition] 33 + 40 | 73
[addition] 5 + 1 | 6
[reversing] 3 7 3 | 3 7 3
[relations] E62 is parent of E770. Who is the ancestor 1 of E770? | E62
[sorting] 9 0 4 7 6 5 9 1 8 5 1 7 | 0 1 1 4 5 5 6 7 7 8 9 9
[reversing] 6 9 6 5 6 2 1 3 9 6 | 6 9 3 1 2 6 5 6 9 6
[reversing] 8 6 0 1 1 9 8 2 0 | 0 2 8 9 1 1 0 6 8
[sorting] 2 6 6 4 4 5 3 6 | 2 3 4 4 5 6 6 6
[relations] E858 is parent of E664. E664 is parent of E187. Who is the ancestor 2 of E187? | E858
[copying] ZONAT | ZONATZONATZONATZONAT
[sorting] 0 5 3 5 8 0 4 0 4 1 2 7 | 0 0 0 1 2 3 4 4 5 5 7 8
[copying] GYO | GYOGYO
[relations] E619 is parent of E375. E375 is parent of E67. Who is the ancestor 2 of E67? | E619
[addition] 23 + 5 | 28
[copying] DHKKY | DHKKYDHKKY
[relations] E876 is parent of E399. E399 is parent of E381. Who is the ancestor 2 of E381? | E876
[sorting] 8 4 0 4 7 6 0 5 8 7 1 8 | 0 0 1 4 4 5 6 7 7 8 8 8
[reversing] 9 5 9 1 4 0 3 7 | 7 3 0 4 1 9 5 9
[copying] NAIF | NAIFNAIFNAIF
[copying] MJMF | MJMFMJMFMJMF
[reversing] 1 5 5 9 2 9 5 | 5 9 2 9 5 5 1
[reversing] 7 4 3 8 4 8 9 3 7 | 7 3 9 8 4 8 3 4 7
[sorting] 5 9 1 3 | 1 3 5 9
[reversing] 7 7 3 4 8 1 9 7 | 7 9 1 8 4 3 7 7
[copying] QB | QBQB
[sorting] 6 5 6 3 9 5 2 9 5 | 2 3 5 5 5 6 6 9 9
[addition] 7 + 2 | 9
[copying] CWEUVJ | CWEUVJCWEUVJCWEUVJ
[reversing] 4 6 6 9 5 9 2 0 9 8 7 | 7 8 9 0 2 9 5 9 6 6 4
[relations] E465 is parent of E731. Who is the ancestor 1 of E731? | E465
[relations] E315 is parent of E409. Who is the ancestor 1 of E409? | E315
[copying] OMJ | OMJOMJOMJOMJ
[copying] ISZ | ISZISZISZISZ
[reversing] 6 5 9 3 5 5 8 0 5 9 8 | 8 9 5 0 8 5 5 3 9 5 6
[sorting] 0 2 0 4 | 0 0 2 4
[addition] 704 + 9 | 713
[sorting] 3 0 2 0 2 6 6 8 7 | 0 0 2 2 3 6 6 7 8
[copying] VZMXL | VZMXLVZMXLVZMXL
[sorting] 0 2 9 3 0 | 0 0 2 3 9
[sorting] 1 9 1 1 5 4 1 4 3 2 | 1 1 1 1 2 3 4 4 5 9
[reversing] 8 1 6 6 0 | 0 6 6 1 8
[addition] 603 + 5 | 608
[sorting] 5 5 7 7 6 4 7 7 1 7 3 8 | 1 3 4 5 5 6 7 7 7 7 7 8
[copying] DTXSFY | DTXSFYDTXSFYDTXSFY
[relations] E407 is parent of E903. E903 is parent of E941. Who is the ancestor 2 of E941? | E407
[sorting] 7 1 3 1 2 9 8 1 5 3 3 | 1 1 1 2 3 3 3 5 7 8 9
[reversing] 2 4 4 1 7 8 6 3 | 3 6 8 7 1 4 4 2
[sorting] 5 3 6 2 9 8 3 0 9 | 0 2 3 3 5 6 8 9 9
[reversing] 8 1 1 3 4 5 6 9 6 1 2 | 2 1 6 9 6 5 4 3 1 1 8
[copying] VWDT | VWDTVWDTVWDTVWDT
[copying] YZLKYB | YZLKYBYZLKYB
[copying] SPHP | SPHPSPHP
[copying] ZSFWHN | ZSFWHNZSFWHNZSFWHNZSFWHN
[addition] 4 + 824 | 828
[sorting] 0 6 5 3 2 8 3 0 | 0 0 2 3 3 5 6 8
[copying] RF | RFRF
[copying] PQREDF | PQREDFPQREDFPQREDFPQREDF
[sorting] 8 8 0 2 0 1 | 0 0 1 2 8 8
[reversing] 8 7 5 6 3 5 | 5 3 6 5 7 8
[reversing] 4 1 0 0 1 9 8 7 7 6 7 7 | 7 7 6 7 7 8 9 1 0 0 1 4
[sorting] 7 9 6 3 2 3 5 4 3 | 2 3 3 3 4 5 6 7 9
[relations] E154 is parent of E528. Who is the ancestor 1 of E528? | E154
[copying] HG | HGHG
[addition] 4 + 844 | 848
[relations] E158 is parent of E94. E94 is parent of E500. Who is the ancestor 2 of E500? | E158
[reversing] 3 3 6 1 8 9 8 3 2 3 6 | 6 3 2 3 8 9 8 1 6 3 3
[reversing] 0 7 3 9 0 7 | 7 0 9 3 7 0
[sorting] 3 2 3 5 | 2 3 3 5
[copying] KG | KGKGKGKG
[addition] 0 + 9 | 9
[reversing] 3 0 8 1 4 0 9 2 5 2 | 2 5 2 9 0 4 1 8 0 3
[addition] 549 + 9 | 558
[addition] 352 + 203 | 555
[addition] 1 + 70 | 71
[sorting] 0 2 6 1 3 5 8 0 2 8 1 | 0 0 1 1 2 2 3 5 6 8 8
[relations] E316 is parent of E409. E409 is parent of E233. Who is the ancestor 2 of E233? | E316
[copying] IYV | IYVIYVIYV
[relations] E83 is parent of E841. E841 is parent of E552. Who is the ancestor 2 of E552? | E83
[relations] E504 is parent of E796. E796 is parent of E90. Who is the ancestor 2 of E90? | E504
[sorting] 7 6 0 1 7 8 8 3 | 0 1 3 6 7 7 8 8
[addition] 106 + 739 | 845
[copying] LNCFIR | LNCFIRLNCFIR
[sorting] 5 9 8 7 1 4 | 1 4 5 7 8 9
[reversing] 0 0 0 0 6 3 6 5 | 5 6 3 6 0 0 0 0
[relations] E226 is parent of E160. Who is the ancestor 1 of E160? | E226
[relations] E708 is parent of E367. Who is the ancestor 1 of E367? | E708
[addition] 88 + 784 | 872
[reversing] 5 7 2 5 8 3 5 5 | 5 5 3 8 5 2 7 5
[copying] MRLYK | MRLYKMRLYK
[copying] HBLPK | HBLPKHBLPKHBLPK
[sorting] 5 2 1 7 1 9 | 1 1 2 5 7 9
[relations] E561 is parent of E508. E508 is parent of E47. Who is the ancestor 2 of E47? | E561
[relations] E290 is parent of E79. Who is the ancestor 1 of E79? | E290
[sorting] 2 3 4 4 0 6 5 5 3 0 0 | 0 0 0 2 3 3 4 4 5 5 6
[copying] ZZFD | ZZFDZZFD
[copying] MYYJ | MYYJMYYJ
[reversing] 9 5 7 4 9 9 | 9 9 4 7 5 9
[reversing] 1 3 6 3 6 3 | 3 6 3 6 3 1
[reversing] 8 5 3 1 3 1 0 9 8 8 7 1 | 1 7 8 8 9 0 1 3 1 3 5 8
[sorting] 4 4 7 3 3 3 4 | 3 3 3 4 4 4 7
[copying] UV | UVUVUV
[addition] 60 + 169 | 229
[addition] 401 + 148 | 549
[sorting] 9 8 9 6 | 6 8 9 9
[relations] E802 is parent of E776. E776 is parent of E94. Who is the ancestor 2 of E94? | E802
[addition] 6 + 6 | 12
[addition] 5 + 9 | 14
[reversing] 4 0 2 2 6 | 6 2 2 0 4
[reversing] 4 3 9 3 1 9 | 9 1 3 9 3 4
[relations] E974 is parent of E393. E393 is parent of E788. Who is the ancestor 2 of E788? | E974
[relations] E956 is parent of E488. E488 is parent of E417. Who is the ancestor 2 of E417? | E956
[addition] 7 + 9 | 16
[addition] 5 + 7 | 12
[copying] HXZ | HXZHXZHXZHXZ
[sorting] 1 5 7 3 1 5 2 8 3 | 1 1 2 3 3 5 5 7 8
[copying] KVU | KVUKVUKVUKVU
[copying] HF | HFHFHFHF
[copying] TR | TRTRTRTR
[sorting] 4 8 6 4 0 7 2 0 | 0 0 2 4 4 6 7 8
[copying] KW | KWKWKWKW
[sorting] 4 1 4 2 9 1 7 1 0 8 0 | 0 0 1 1 1 2 4 4 7 8 9
[sorting] 2 4 5 5 6 0 | 0 2 4 5 5 6
[addition] 47 + 3 | 50
[relations] E991 is parent of E531. Who is the ancestor 1 of E531? | E991
[sorting] 6 3 2 0 9 7 5 6 | 0 2 3 5 6 6 7 9
[copying] DQOB | DQOBDQOB
[sorting] 2 8 2 4 0 3 6 8 4 0 1 7 | 0 0 1 2 2 3 4 4 6 7 8 8
[copying] KB | KBKBKB
[reversing] 8 8 0 8 4 3 3 1 7 7 9 | 9 7 7 1 3 3 4 8 0 8 8
[addition] 0 + 25 | 25
[copying] UI | UIUI
[reversing] 5 5 0 | 0 5 5
[addition] 885 + 43 | 928
[sorting] 0 5 6 0 | 0 0 5 6
[sorting] 3 1 1 4 7 0 1 0 | 0 0 1 1 1 3 4 7
[copying] ZDXHWJ | ZDXHWJZDXHWJZDXHWJ
[reversing] 4 0 8 8 8 | 8 8 8 0 4
[sorting] 4 1 6 7 5 2 2 6 3 0 0 | 0 0 1 2 2 3 4 5 6 6 7
[relations] E797 is parent of E418. E418 is parent of E394. Who is the ancestor 2 of E394? | E797
[reversing] 0 9 2 6 6 5 3 3 | 3 3 5 6 6 2 9 0
[copying] KQL | KQLKQLKQLKQL
[copying] TPE | TPETPETPETPE
[relations] E429 is parent of E411. Who is the ancestor 1 of E411? | E429
[reversing] 9 1 6 5 5 1 | 1 5 5 6 1 9
[addition] 4 + 824 | 828
[addition] 92 + 2 | 94
