[addition] 22468 + 38614 | 61082
[reversing] 7 3 5 1 2 0 7 5 9 5 0 0 | 0 0 5 9 5 7 0 2 1 5 3 7
[copying] NXLT | NXLTNXLTNXLTNXLT
[relations] E907 is parent of E862. E862 is parent of E995. Who is the ancestor 2 of E995? | E907
[addition] 265 + 5 | 270
[relations] E540 is parent of E926. Who is the ancestor 1 of E926? | E540
[reversing] 8 0 2 4 2 5 8 4 4 6 3 8 | 8 3 6 4 4 8 5 2 4 2 0 8
[reversing] 3 8 6 9 5 | 5 9 6 8 3
[relations] E222 is parent of E433. E433 is parent of E654. Who is the ancestor 2 of E654? | E222
[reversing] 2 6 7 7 | 7 7 6 2
[copying] POZTBM | POZTBMPOZTBM
[relations] E277 is parent of E564. E564 is parent of E760. Who is the ancestor 2 of E760? | E277
[relations] E1 is parent of E737. Who is the ancestor 1 of E737? | E1
[addition] 907 + 774 | 1681
[sorting] 5 0 2 8 5 1 5 0 | 0 0 1 2 5 5 5 8
[copying] XFNHUL | XFNHULXFNHULXFNHUL
[relations] E238 is parent of E655. Who is the ancestor 1 of E655? | E238
[relations] E317 is parent of E989. E989 is parent of E15. Who is the ancestor 2 of E15? | E317
[addition] 9 + 877 | 886
[copying] TNFCG | TNFCGTNFCGTNFCG
[sorting] 7 8 4 1 5 3 3 6 8 5 1 | 1 1 3 3 4 5 5 6 7 8 8
[reversing] 0 1 9 9 6 0 2 8 | 8 2 0 6 9 9 1 0
[reversing] 8 2 7 0 3 | 3 0 7 2 8
[addition] 7 + 242 | 249
[reversing] 9 6 1 1 4 0 1 5 | 5 1 0 4 1 1 6 9
[reversing] 7 7 5 3 4 5 6 | 6 5 4 3 5 7 7
[copying] HVMEVL | HVMEVLHVMEVLHVMEVLHVMEVL
[relations] E318 is parent of E727. E727 is parent of E719. Who is the ancestor 2 of E719? | E318
[copying] OGINDT | OGINDTOGINDTOGINDTOGINDT
[sorting] 8 7 0 9 4 6 2 0 0 2 3 | 0 0 0 2 2 3 4 6 7 8 9
[addition] 531 + 434 | 965
[relations] E736 is parent of E64. Who is the ancestor 1 of E64? | E736
[reversing] 2 9 4 3 2 7 9 7 1 8 6 | 6 8 1 7 9 7 2 3 4 9 2
[reversing] 8 1 1 6 4 2 8 3 5 8 0 | 0 8 5 3 8 2 4 6 1 1 8
[addition] 8 + 53 | 61
[copying] NQEWY | NQEWYNQEWY
[sorting] 5 0 7 1 5 2 1 2 3 9 0 | 0 0 1 1 2 2 3 5 5 7 9
[relations] E646 is parent of E597. Who is the ancestor 1 of E597? | E646
[sorting] 3 1 0 0 9 0 | 0 0 0 1 3 9
[reversing] 9 8 4 2 4 | 4 2 4 8 9
[sorting] 5 3 0 8 8 | 0 3 5 8 8
[sorting] 3 5 1 9 2 1 0 1 8 5 1 8 | 0 1 1 1 1 2 3 5 5 8 8 9
[addition] 23 + 375 | 398
[copying] MJMF | MJMFMJMFMJMF
[reversing] 9 3 9 9 | 9 9 3 9
[copying] FJX | FJXFJXFJXFJX
[addition] 6 + 92 | 98
[reversing] 1 9 2 7 9 9 4 5 1 5 9 9 | 9 9 5 1 5 4 9 9 7 2 9 1
[addition] 65 + 8 | 73
[copying] DBNXUB | DBNXUBDBNXUBDBNXUBDBNXUB
[relations] E868 is parent of E343. E343 is parent of E255. Who is the ancestor 2 of E255? | E868
[reversing] 4 1 0 5 | 5 0 1 4
[sorting] 2 9 7 1 6 | 1 2 6 7 9
[copying] EHYMCY | EHYMCYEHYMCYEHYMCYEHYMCY
[copying] CN | CNCN
[copying] LCVZQH | LCVZQHLCVZQHLCVZQH
[addition] 0 + 790 | 790
[relations] E741 is parent of E307. E307 is parent of E47. Who is the ancestor 2 of E47? | E741
[sorting] 3 9 2 6 6 1 1 2 0 | 0 1 1 2 2 3 6 6 9
[copying] SKJA | SKJASKJASKJA
[addition] 39415 + 4026 | 43441
[copying] EYBYO | EYBYOEYBYOEYBYO
[addition] 9 + 3 | 12
[copying] PRQDZ | PRQDZPRQDZPRQDZ
[copying] FZ | FZFZ
[reversing] 8 4 4 0 2 | 2 0 4 4 8
[relations] E930 is parent of E294. Who is the ancestor 1 of E294? | E930
[copying] AZOQU | AZOQUAZOQU
[copying] QPR | QPRQPRQPRQPR
[copying] TPOW | TPOWTPOW
[relations] E706 is parent of E584. Who is the ancestor 1 of E584? | E706
[sorting] 3 5 3 5 | 3 3 5 5
[reversing] 8 4 1 2 7 2 | 2 7 2 1 4 8
[sorting] 6 8 3 2 7 7 | 2 3 6 7 7 8
[sorting] 7 0 6 4 5 1 | 0 1 4 5 6 7
[sorting] 2 4 6 6 1 8 8 5 | 1 2 4 5 6 6 8 8
[copying] DEHF | DEHFDEHFDEHFDEHF
[reversing] 1 3 1 3 3 5 0 5 5 9 4 3 | 3 4 9 5 5 0 5 3 3 1 3 1
[reversing] 0 1 0 8 8 7 6 | 6 7 8 8 0 1 0
[relations] E135 is parent of E555. Who is the ancestor 1 of E555? | E135
[relations] E488 is parent of E150. Who is the ancestor 1 of E150? | E488
[reversing] 5 4 3 0 5 5 6 5 1 | 1 5 6 5 5 0 3 4 5
[reversing] 7 2 7 8 0 3 0 6 | 6 0 3 0 8 7 2 7
[addition] 57 + 7 | 64
[sorting] 0 7 6 8 8 9 5 | 0 5 6 7 8 8 9
[addition] 6 + 420 | 426
[reversing] 6 9 2 | 2 9 6
[reversing] 7 3 7 1 2 8 3 5 0 6 0 | 0 6 0 5 3 8 2 1 7 3 7
[addition] 58 + 719 | 777
[copying] POCX | POCXPOCX
[relations] E570 is parent of E698. Who is the ancestor 1 of E698? | E570
[relations] E58 is parent of E594. E594 is parent of E633. Who is the ancestor 2 of E633? | E58
[sorting] 3 1 0 5 2 0 6 5 2 | 0 0 1 2 2 3 5 5 6
[addition] 34 + 93 | 127
[addition] 639 + 422 | 1061
[addition] 9 + 79 | 88
[relations] E36 is parent of E727. Who is the ancestor 1 of E727? | E36
[addition] 338 + 44 | 382
[copying] HXWLNM | HXWLNMHXWLNMHXWLNM
[addition] 27 + 85 | 112
[copying] AVCZC | AVCZCAVCZCAVCZC
[relations] E254 is parent of E567. Who is the ancestor 1 of E567? | E254
[addition] 871 + 970 | 1841
[sorting] 2 7 3 6 4 8 6 | 2 3 4 6 6 7 8
[copying] XC | XCXCXCXC
[copying] OTAQ | OTAQOTAQ
[reversing] 8 0 4 4 8 2 7 8 5 | 5 8 7 2 8 4 4 0 8
[sorting] 8 7 2 0 9 5 2 | 0 2 2 5 7 8 9
[copying] UVAPF | UVAPFUVAPFUVAPFUVAPF
[sorting] 0 9 7 3 9 6 8 | 0 3 6 7 8 9 9
[copying] RXGKDV | RXGKDVRXGKDVRXGKDV
[addition] 963 + 0 | 963
[reversing] 8 1 6 5 8 | 8 5 6 1 8
[reversing] 8 0 7 4 9 0 3 | 3 0 9 4 7 0 8
[sorting] 0 6 2 2 9 5 2 1 4 7 3 | 0 1 2 2 2 3 4 5 6 7 9
[reversing] 7 7 3 1 4 | 4 1 3 7 7
[relations] E970 is parent of E861. E861 is parent of E423. Who is the ancestor 2 of E423? | E970
[copying] XGO | XGOXGO
[copying] RI | RIRIRIRI
[reversing] 3 1 6 3 0 5 4 6 | 6 4 5 0 3 6 1 3
[copying] MJBD | MJBDMJBDMJBDMJBD
[addition] 19 + 60 | 79
[addition] 5 + 3 | 8
[reversing] 0 6 3 6 6 4 7 0 6 | 6 0 7 4 6 6 3 6 0
[copying] CSGZU | CSGZUCSGZU
[addition] 384 + 5 | 389
[reversing] 7 6 1 | 1 6 7
[addition] 9 + 254 | 263
[relations] E921 is parent of E811. Who is the ancestor 1 of E811? | E921
[copying] AUDZH | AUDZHAUDZHAUDZH
[reversing] 6 4 6 5 6 1 4 4 9 9 | 9 9 4 4 1 6 5 6 4 6
[copying] DMYH | DMYHDMYH
[relations] E261 is parent of E104. Who is the ancestor 1 of E104? | E261
[relations] E86 is parent of E255. Who is the ancestor 1 of E255? | E86
[sorting] 7 7 0 6 0 | 0 0 6 7 7
[relations] E191 is parent of E711. Who is the ancestor 1 of E711? | E191
[addition] 18 + 2 | 20
[relations] E325 is parent of E236. Who is the ancestor 1 of E236? | E325
[addition] 5 + 6 | 11
[sorting] 9 9 7 1 7 9 | 1 7 7 9 9 9
[sorting] 8 8 1 3 5 | 1 3 5 8 8
[addition] 37 + 6 | 43
[relations] E244 is parent of E223. E223 is parent of E480. Who is the ancestor 2 of E480? | E244
[sorting] 8 5 8 6 7 2 9 4 2 1 3 | 1 2 2 3 4 5 6 7 8 8 9
[copying] USXCV | USXCVUSXCVUSXCV
[reversing] 5 0 6 5 7 8 | 8 7 5 6 0 5
[copying] GAWYG | GAWYGGAWYGGAWYGGAWYG
[addition] 43 + 1 | 44
[sorting] 0 9 2 1 2 0 0 | 0 0 0 1 2 2 9
[addition] 429 + 75 | 504
[copying] DSN | DSNDSN
[copying] UGFYD | UGFYDUGFYDUGFYDUGFYD
[sorting] 2 9 5 3 | 2 3 5 9
[addition] 89 + 14 | 103
[copying] JI | JIJIJIJI
[copying] TE | TETETETE
[relations] E582 is parent of E121. Who is the ancestor 1 of E121? | E582
[reversing] 3 8 7 3 9 2 3 0 6 5 | 5 6 0 3 2 9 3 7 8 3
[addition] 161 + 27 | 188
[sorting] 7 1 1 9 7 0 7 8 3 4 6 0 | 0 0 1 1 3 4 6 7 7 7 8 9
[reversing] 1 2 7 5 5 2 6 | 6 2 5 5 7 2 1
[copying] WOWC | WOWCWOWCWOWCWOWC
[reversing] 6 8 3 5 8 8 2 | 2 8 8 5 3 8 6
[relations] E238 is parent of E285. Who is the ancestor 1 of E285? | E238
[sorting] 6 2 8 6 | 2 6 6 8
[sorting] 0 0 2 7 7 6 2 | 0 0 2 2 6 7 7
[copying] JEQ | JEQJEQJEQ
[relations] E780 is parent of E474. E474 is parent of E599. Who is the ancestor 2 of E599? | E780
[relations] E260 is parent of E194. Who is the ancestor 1 of E194? | E260
[sorting] 5 7 6 3 3 2 8 1 5 9 | 1 2 3 3 5 5 6 7 8 9
[addition] 82 + 7 | 89
[addition] 720 + 400 | 1120
[relations] E850 is parent of E134. Who is the ancestor 1 of E134? | E850
[relations] E701 is parent of E394. Who is the ancestor 1 of E394? | E701
[addition] 20 + 67 | 87
[relations] E988 is parent of E940. E940 is parent of E127. Who is the ancestor 2 of E127? | E988
[addition] 88 + 537 | 625
[reversing] 2 6 2 6 5 | 5 6 2 6 2
[relations] E38 is parent of E161. E161 is parent of E2. Who is the ancestor 2 of E2? | E38
[copying] BLQLQ | BLQLQBLQLQ
[relations] E552 is parent of E58. Who is the ancestor 1 of E58? | E552
[sorting] 9 5 3 3 8 3 0 | 0 3 3 3 5 8 9
[addition] 43 + 3 | 46
[relations] E500 is parent of E722. E722 is parent of E762. Who is the ancestor 2 of E762? | E500
[addition] 506 + 495 | 1001
[sorting] 6 6 9 9 9 6 9 4 2 | 2 4 6 6 6 9 9 9 9
[reversing] 0 6 4 | 4 6 0
[addition] 6 + 2 | 8
[sorting] 0 9 7 0 3 9 3 1 8 2 | 0 0 1 2 3 3 7 8 9 9
[relations] E552 is parent of E276. E276 is parent of E57. Who is the ancestor 2 of E57? | E552
[relations] E579 is parent of E134. Who is the ancestor 1 of E134? | E579
[relations] E39 is parent of E140. Who is the ancestor 1 of E140? | E39
[copying] XK | XKXK
[copying] MOF | MOFMOF
[addition] 9 + 419 | 428
[copying] NQKRVF | NQKRVFNQKRVF
[relations] E261 is parent of E882. Who is the ancestor 1 of E882? | E261
[reversing] 6 7 3 1 | 1 3 7 6
[relations] E395 is parent of E27. Who is the ancestor 1 of E27? | E395
[reversing] 1 3 2 6 0 | 0 6 2 3 1
[reversing] 9 8 3 9 0 6 2 | 2 6 0 9 3 8 9
[addition] 3 + 45 | 48
[addition] 72 + 524 | 596
[sorting] 0 6 1 6 6 8 5 5 2 2 | 0 1 2 2 5 5 6 6 6 8
[addition] 761 + 1 | 762
[addition] 8 + 5194 | 5202
[relations] E974 is parent of E393. E393 is parent of E788. Who is the ancestor 2 of E788? | E974
[relations] E181 is parent of E274. E274 is parent of E910. Who is the ancestor 2 of E910? | E181
[copying] AZAE | AZAEAZAEAZAE
[relations] E4 is parent of E670. E670 is parent of E662. Who is the ancestor 2 of E662? | E4
[reversing] 4 7 9 1 7 9 8 | 8 9 7 1 9 7 4
[reversing] 1 4 0 6 1 8 0 3 1 5 | 5 1 3 0 8 1 6 0 4 1
[sorting] 4 0 8 1 1 3 0 6 9 8 7 1 | 0 0 1 1 1 3 4 6 7 8 8 9
[sorting] 6 2 2 8 1 3 1 | 1 1 2 2 3 6 8
[sorting] 4 4 5 4 | 4 4 4 5
[relations] E510 is parent of E992. Who is the ancestor 1 of E992? | E510
[reversing] 9 0 9 8 | 8 9 0 9
[copying] ILHFOU | ILHFOUILHFOUILHFOUILHFOU
[addition] 400 + 4 | 404
[copying] CKWKSG | CKWKSGCKWKSGCKWKSG
[reversing] 0 5 9 9 0 | 0 9 9 5 0
[copying] UJSA | UJSAUJSAUJSAUJSA
[reversing] 9 9 7 9 3 8 2 4 2 3 3 1 | 1 3 3 2 4 2 8 3 9 7 9 9
[sorting] 9 4 0 8 7 7 0 | 0 0 4 7 7 8 9
[copying] YOP | YOPYOP
[addition] 91 + 797 | 888
[copying] BAVHI | BAVHIBAVHI
[addition] 174 + 4 | 178
[relations] E987 is parent of E90. E90 is parent of E75. Who is the ancestor 2 of E75? | E987
[relations] E279 is parent of E547. Who is the ancestor 1 of E547? | E279
[addition] 644 + 77 | 721
[relations] E321 is parent of E522. E522 is parent of E424. Who is the ancestor 2 of E424? | E321
[addition] 8 + 7 | 15
[copying] KMEW | KMEWKMEWKMEW
[copying] LBI | LBILBI
[reversing] 5 1 9 | 9 1 5
[reversing] 5 6 3 5 5 0 8 0 5 1 | 1 5 0 8 0 5 5 3 6 5
[reversing] 6 3 0 | 0 3 6
[reversing] 3 3 7 7 1 7 0 4 | 4 0 7 1 7 7 3 3
[reversing] 9 2 6 8 8 5 9 4 4 | 4 4 9 5 8 8 6 2 9
[sorting] 7 9 6 6 2 9 4 3 | 2 3 4 6 6 7 9 9
[reversing] 0 7 1 2 2 6 7 0 | 0 7 6 2 2 1 7 0
[copying] DHYR | DHYRDHYR
[sorting] 7 5 8 1 | 1 5 7 8
[reversing] 6 4 8 1 | 1 8 4 6
[relations] E57 is parent of E463. Who is the ancestor 1 of E463? | E57
[sorting] 4 6 9 4 7 5 6 6 | 4 4 5 6 6 6 7 9
[sorting] 5 6 1 1 5 7 | 1 1 5 5 6 7
[copying] GPZH | GPZHGPZH
[relations] E634 is parent of E492. Who is the ancestor 1 of E492? | E634
[reversing] 7 6 9 5 8 0 9 8 1 2 | 2 1 8 9 0 8 5 9 6 7
[reversing] 9 5 3 1 4 6 0 | 0 6 4 1 3 5 9
[reversing] 6 7 6 2 1 2 0 8 | 8 0 2 1 2 6 7 6
[addition] 9 + 65 | 74
[addition] 579 + 27 | 606
[copying] OY | OYOYOYOY
[reversing] 9 9 6 9 9 | 9 9 6 9 9
[reversing] 4 3 4 9 4 9 9 9 | 9 9 9 4 9 4 3 4
[addition] 7 + 491 | 498
[reversing] 9 1 4 0 3 7 4 9 1 5 | 5 1 9 4 7 3 0 4 1 9
[sorting] 7 7 2 8 7 6 4 | 2 4 6 7 7 7 8
[relations] E669 is parent of E587. E587 is parent of E932. Who is the ancestor 2 of E932? | E669
[relations] E227 is parent of E880. Who is the ancestor 1 of E880? | E227
[relations] E503 is parent of E445. E445 is parent of E677. Who is the ancestor 2 of E677? | E503
[sorting] 8 1 7 8 9 0 6 7 6 | 0 1 6 6 7 7 8 8 9
[addition] 5 + 8 | 13
[relations] E592 is parent of E986. E986 is parent of E811. Who is the ancestor 2 of E811? | E592
[addition] 347 + 9 | 356
[copying] BIHFYN | BIHFYNBIHFYNBIHFYNBIHFYN
[reversing] 7 9 7 4 9 8 3 7 2 0 4 3 | 3 4 0 2 7 3 8 9 4 7 9 7
[addition] 0 + 66 | 66
[copying] JOXXE | JOXXEJOXXEJOXXE
[sorting] 4 8 6 4 6 0 | 0 4 4 6 6 8
[copying] DAXQ | DAXQDAXQ
[sorting] 7 9 1 9 7 5 3 3 8 8 5 9 | 1 3 3 5 5 7 7 8 8 9 9 9
[reversing] 2 5 8 4 9 1 9 9 | 9 9 1 9 4 8 5 2
[reversing] 8 7 9 1 3 | 3 1 9 7 8
[addition] 32 + 3 | 35
[relations] E797 is parent of E895. Who is the ancestor 1 of E895? | E797
[reversing] 2 1 8 5 3 7 9 8 | 8 9 7 3 5 8 1 2
[sorting] 5 7 0 3 0 4 6 3 6 3 1 4 | 0 0 1 3 3 3 4 4 5 6 6 7
[relations] E812 is parent of E284. Who is the ancestor 1 of E284? | E812
[copying] KUTSIZ | KUTSIZKUTSIZ
[reversing] 6 4 6 3 7 8 8 1 0 0 3 | 3 0 0 1 8 8 7 3 6 4 6
[reversing] 9 5 9 9 9 3 9 | 9 3 9 9 9 5 9
[copying] UXAH | UXAHUXAHUXAHUXAH
[addition] 30 + 95 | 125
[copying] MSERD | MSERDMSERDMSERDMSERD
[copying] MKBF | MKBFMKBF
[reversing] 4 8 7 8 2 5 | 5 2 8 7 8 4
[copying] ZWHCPH | ZWHCPHZWHCPH
[reversing] 5 6 4 3 1 7 6 1 9 4 | 4 9 1 6 7 1 3 4 6 5
[copying] RXEP | RXEPRXEP
[copying] BE | BEBEBEBE
[copying] KBQUW | KBQUWKBQUW
[addition] 717 + 8 | 725
[reversing] 8 4 1 | 1 4 8
[copying] HFFCLD | HFFCLDHFFCLDHFFCLD
[reversing] 9 5 1 3 0 3 | 3 0 3 1 5 9
[relations] E512 is parent of E704. Who is the ancestor 1 of E704? | E512
[reversing] 8 9 3 7 1 3 9 9 0 4 9 0 | 0 9 4 0 9 9 3 1 7 3 9 8
[sorting] 4 4 1 2 3 2 2 | 1 2 2 2 3 4 4
[relations] E31 is parent of E639. Who is the ancestor 1 of E639? | E31
[sorting] 3 1 1 5 2 0 0 6 2 8 2 5 | 0 0 1 1 2 2 2 3 5 5 6 8
[addition] 79 + 1 | 80
[copying] HXZ | HXZHXZ
[reversing] 1 2 1 | 1 2 1
[sorting] 3 2 9 1 3 | 1 2 3 3 9
[relations] E965 is parent of E197. Who is the ancestor 1 of E197? | E965
[reversing] 6 4 8 5 5 4 9 4 2 6 | 6 2 4 9 4 5 5 8 4 6
[sorting] 3 5 5 1 2 5 7 8 2 9 4 9 | 1 2 2 3 4 5 5 5 7 8 9 9
[relations] E322 is parent of E307. Who is the ancestor 1 of E307? | E322
[copying] KDU | KDUKDUKDU
[relations] E507 is parent of E28. E28 is parent of E302. Who is the ancestor 2 of E302? | E507
[sorting] 6 4 7 3 0 9 4 1 7 5 | 0 1 3 4 4 5 6 7 7 9
[reversing] 6 5 7 5 5 | 5 5 7 5 6
[sorting] 4 4 1 4 8 6 4 4 | 1 4 4 4 4 4 6 8
[sorting] 9 7 8 8 1 8 1 0 1 1 | 0 1 1 1 1 7 8 8 8 9
[sorting] 5 4 8 2 6 7 | 2 4 5 6 7 8
[addition] 596 + 822 | 1418
[copying] JICIUM | JICIUMJICIUM
[copying] QUSV | QUSVQUSV
[sorting] 8 8 2 0 9 4 4 2 7 | 0 2 2 4 4 7 8 8 9
[relations] E849 is parent of E33. Who is the ancestor 1 of E33? | E849
[reversing] 0 3 9 6 2 2 7 4 8 7 2 | 2 7 8 4 7 2 2 6 9 3 0
[reversing] 2 4 2 7 7 6 0 | 0 6 7 7 2 4 2
[relations] E987 is parent of E446. E446 is parent of E710. Who is the ancestor 2 of E710? | E987
[sorting] 8 0 3 8 5 8 2 | 0 2 3 5 8 8 8
[copying] VGT | VGTVGTVGTVGT
[addition] 62 + 209 | 271
[addition] 948 + 28 | 976
[relations] E73 is parent of E659. Who is the ancestor 1 of E659? | E73
[relations] E194 is parent of E695. E695 is parent of E486. Who is the ancestor 2 of E486? | E194
[relations] E209 is parent of E468. Who is the ancestor 1 of E468? | E209
[addition] 32 + 20 | 52
[relations] E203 is parent of E466. Who is the ancestor 1 of E466? | E203
[copying] ADZUI | ADZUIADZUIADZUIADZUI
[addition] 5 + 797 | 802
[copying] OIVLWL | OIVLWLOIVLWL
[relations] E321 is parent of E605. Who is the ancestor 1 of E605? | E321
[addition] 92 + 387 | 479
[reversing] 0 3 4 5 7 8 7 0 | 0 7 8 7 5 4 3 0
[reversing] 2 1 2 9 2 4 2 | 2 4 2 9 2 1 2
[addition] 8 + 486 | 494
[copying] LYROM | LYROMLYROMLYROMLYROM
[copying] FOATS | FOATSFOATS
[relations] E720 is parent of E320. E320 is parent of E604. Who is the ancestor 2 of E604? | E720
[sorting] 4 4 4 5 2 7 5 | 2 4 4 4 5 5 7
[sorting] 4 1 4 6 6 2 4 1 1 4 6 3 | 1 1 1 2 3 4 4 4 4 6 6 6
[relations] E285 is parent of E984. Who is the ancestor 1 of E984? | E285
[copying] ABESS | ABESSABESS
[reversing] 0 1 2 0 2 1 9 2 | 2 9 1 2 0 2 1 0
[sorting] 0 4 8 5 7 5 1 | 0 1 4 5 5 7 8
[relations] E360 is parent of E426. E426 is parent of E89. Who is the ancestor 2 of E89? | E360
[sorting] 8 6 0 0 2 6 8 2 0 3 | 0 0 0 2 2 3 6 6 8 8
[relations] E529 is parent of E862. Who is the ancestor 1 of E862? | E529
[sorting] 5 3 5 4 9 0 3 9 5 4 4 | 0 3 3 4 4 4 5 5 5 9 9
[copying] GKUB | GKUBGKUB
[reversing] 4 5 5 9 4 | 4 9 5 5 4
[reversing] 1 5 6 6 6 6 8 | 8 6 6 6 6 5 1
[addition] 451 + 7 | 458
[relations] E274 is parent of E967. Who is the ancestor 1 of E967? | E274
[sorting] 8 4 3 3 9 9 1 0 4 1 9 | 0 1 1 3 3 4 4 8 9 9 9
[copying] PXOEX | PXOEXPXOEXPXOEX
[sorting] 8 2 5 8 6 7 8 | 2 5 6 7 8 8 8
[sorting] 3 8 4 8 | 3 4 8 8
[relations] E873 is parent of E78. E78 is parent of E474. Who is the ancestor 2 of E474? | E873
[sorting] 8 4 0 9 | 0 4 8 9
[relations] E761 is parent of E423. Who is the ancestor 1 of E423? | E761
[relations] E839 is parent of E965. E965 is parent of E941. Who is the ancestor 2 of E941? | E839
[addition] 52 + 4 | 56
[reversing] 6 0 6 1 2 | 2 1 6 0 6
[reversing] 4 5 0 2 6 3 | 3 6 2 0 5 4
[addition] 11 + 862 | 873
[reversing] 0 3 9 | 9 3 0
[copying] KG | KGKGKGKG
[relations] E271 is parent of E543. E543 is parent of E960. Who is the ancestor 2 of E960? | E271
[relations] E772 is parent of E307. Who is the ancestor 1 of E307? | E772
[addition] 5 + 115 | 120
[addition] 2 + 477 | 479
[relations] E706 is parent of E847. Who is the ancestor 1 of E847? | E706
[reversing] 4 1 0 | 0 1 4
[copying] RMI | RMIRMIRMIRMI
[addition] 384 + 497 | 881
[reversing] 6 6 3 8 1 2 3 2 3 8 5 2 | 2 5 8 3 2 3 2 1 8 3 6 6
[copying] OWFAW | OWFAWOWFAW
[reversing] 3 6 1 8 3 1 | 1 3 8 1 6 3
[addition] 53 + 250 | 303
[reversing] 8 1 6 4 5 0 7 9 5 5 9 8 | 8 9 5 5 9 7 0 5 4 6 1 8
[relations] E172 is parent of E681. E681 is parent of E266. Who is the ancestor 2 of E266? | E172
[addition] 678 + 45 | 723
[copying] AOWJ | AOWJAOWJ
[copying] MFLCAR | MFLCARMFLCARMFLCAR
[reversing] 9 5 8 9 9 6 3 9 1 | 1 9 3 6 9 9 8 5 9
[sorting] 7 2 8 5 5 9 6 8 9 4 | 2 4 5 5 6 7 8 8 9 9
[sorting] 5 8 1 5 4 6 5 7 6 6 7 5 | 1 4 5 5 5 5 6 6 6 7 7 8
[copying] UNXUYQ | UNXUYQUNXUYQUNXUYQUNXUYQ
[relations] E332 is parent of E528. Who is the ancestor 1 of E528? | E332
[relations] E226 is parent of E320. Who is the ancestor 1 of E320? | E226
[relations] E59 is parent of E907. Who is the ancestor 1 of E907? | E59
[sorting] 6 6 5 2 8 | 2 5 6 6 8
[copying] LHAGIA | LHAGIALHAGIA
[reversing] 8 8 9 7 1 8 1 | 1 8 1 7 9 8 8
[copying] GY | GYGY
[sorting] 9 3 0 7 6 2 | 0 2 3 6 7 9
[relations] E945 is parent of E378. Who is the ancestor 1 of E378? | E945
[addition] 9 + 55 | 64
[sorting] 0 2 9 1 7 0 5 | 0 0 1 2 5 7 9
[sorting] 6 7 6 7 0 5 | 0 5 6 6 7 7
[reversing] 5 2 7 5 5 2 8 8 3 2 3 | 3 2 3 8 8 2 5 5 7 2 5
[reversing] 8 0 3 6 | 6 3 0 8
[copying] FW | FWFWFWFW
[sorting] 8 5 8 8 | 5 8 8 8
[relations] E984 is parent of E407. E407 is parent of E518. Who is the ancestor 2 of E518? | E984
[copying] FS | FSFSFS
[copying] XXVIZA | XXVIZAXXVIZA
[addition] 955 + 455 | 1410
[reversing] 6 8 9 5 8 3 7 | 7 3 8 5 9 8 6
[relations] E887 is parent of E944. E944 is parent of E369. Who is the ancestor 2 of E369? | E887
[relations] E381 is parent of E620. E620 is parent of E634. Who is the ancestor 2 of E634? | E381
[relations] E234 is parent of E442. E442 is parent of E204. Who is the ancestor 2 of E204? | E234
[relations] E638 is parent of E79. E79 is parent of E972. Who is the ancestor 2 of E972? | E638
[copying] IAD | IADIADIADIAD
[copying] VBSHK | VBSHKVBSHKVBSHKVBSHK
[sorting] 1 8 2 0 5 9 4 | 0 1 2 4 5 8 9
[copying] MM | MMMMMM
[sorting] 5 1 7 0 | 0 1 5 7
[copying] GMXPKA | GMXPKAGMXPKAGMXPKA
[relations] E168 is parent of E670. Who is the ancestor 1 of E670? | E168
[sorting] 8 2 7 2 3 | 2 2 3 7 8
[reversing] 5 8 5 0 1 0 3 2 3 | 3 2 3 0 1 0 5 8 5
[relations] E429 is parent of E664. E664 is parent of E320. Who is the ancestor 2 of E320? | E429
[copying] UPW | UPWUPW
[copying] MCP | MCPMCPMCPMCP
[copying] KOMFGK | KOMFGKKOMFGKKOMFGKKOMFGK
[sorting] 6 3 6 2 | 2 3 6 6
[reversing] 1 7 1 1 2 8 5 | 5 8 2 1 1 7 1
[reversing] 3 0 8 1 4 0 9 2 5 2 | 2 5 2 9 0 4 1 8 0 3
[relations] E789 is parent of E104. E104 is parent of E367. Who is the ancestor 2 of E367? | E789
[reversing] 7 6 3 6 8 9 7 | 7 9 8 6 3 6 7
[reversing] 5 6 9 2 5 8 1 7 5 | 5 7 1 8 5 2 9 6 5
[reversing] 8 6 3 4 2 0 9 5 9 | 9 5 9 0 2 4 3 6 8
[addition] 27 + 35 | 62
[addition] 961 + 43 | 1004
[reversing] 4 4 9 0 9 0 5 6 9 4 6 2 | 2 6 4 9 6 5 0 9 0 9 4 4
[reversing] 4 2 9 0 9 9 5 | 5 9 9 0 9 2 4
[sorting] 5 9 9 3 5 7 3 8 1 | 1 3 3 5 5 7 8 9 9
[relations] E928 is parent of E387. E387 is parent of E911. Who is the ancestor 2 of E911? | E928
[copying] YN | YNYN
[addition] 158 + 0 | 158
[addition] 0 + 63 | 63
[copying] EO | EOEOEOEO
[reversing] 4 8 9 3 5 8 9 7 | 7 9 8 5 3 9 8 4
[addition] 75 + 1 | 76
[copying] UFZLK | UFZLKUFZLK
[addition] 79 + 913 | 992
[reversing] 5 4 6 1 9 9 | 9 9 1 6 4 5
[sorting] 1 0 4 8 7 | 0 1 4 7 8
[reversing] 6 3 6 9 0 7 8 9 | 9 8 7 0 9 6 3 6
[relations] E478 is parent of E307. Who is the ancestor 1 of E307? | E478
[copying] OGU | OGUOGUOGU
[addition] 0 + 509 | 509
[copying] OKJA | OKJAOKJA
